date,ltp,ltq,bid,ask
2022-08-15 08:11:27,1.020475,3,1.0204,1.02055
2022-08-15 08:11:28,1.020465,2,1.02039,1.02054
2022-08-15 08:11:29,1.020465,1,1.02039,1.02054
2022-08-15 08:11:30,1.020475,4,1.0204,1.02055
2022-08-15 08:11:31,1.020475,0,1.0204,1.02055
2022-08-15 08:11:32,1.020485,0,1.02041,1.02056
2022-08-15 08:11:33,1.020465,3,1.02039,1.02054
2022-08-15 08:11:34,1.020465,0,1.02039,1.02054
2022-08-15 08:11:35,1.020465,0,1.02039,1.02054
2022-08-15 08:11:36,1.020445,1,1.02037,1.02052
2022-08-15 08:11:37,1.020445,0,1.02037,1.02052
2022-08-15 08:11:38,1.020455,1,1.02038,1.02053
2022-08-15 08:11:39,1.020445,2,1.02037,1.02052
2022-08-15 08:11:40,1.020445,2,1.02037,1.02052
2022-08-15 08:11:41,1.020445,0,1.02037,1.02052
2022-08-15 08:11:42,1.020435,2,1.02036,1.02051
2022-08-15 08:11:43,1.020455,0,1.02038,1.02053
2022-08-15 08:11:44,1.020455,0,1.02038,1.02053
2022-08-15 08:11:45,1.020455,2,1.02038,1.02053
2022-08-15 08:11:46,1.020465,0,1.02039,1.02054
2022-08-15 08:11:47,1.020475,5,1.0204,1.02055
2022-08-15 08:11:48,1.02047,3,1.0204,1.02054
2022-08-15 08:11:49,1.02047,0,1.0204,1.02054
2022-08-15 08:11:50,1.020435,7,1.02036,1.02051
2022-08-15 08:11:51,1.020425,0,1.02035,1.0205
2022-08-15 08:11:52,1.020425,0,1.02035,1.0205
2022-08-15 08:11:53,1.020425,1,1.02035,1.0205
2022-08-15 08:11:54,1.020395,0,1.02032,1.02047
2022-08-15 08:11:55,1.020405,3,1.02033,1.02048
2022-08-15 08:11:56,1.020405,0,1.02033,1.02048
2022-08-15 08:11:57,1.020395,0,1.02032,1.02047
2022-08-15 08:11:58,1.020405,2,1.02033,1.02048
2022-08-15 08:11:59,1.020405,0,1.02033,1.02048
2022-08-15 08:12:00,1.020405,0,1.02033,1.02048
2022-08-15 08:12:01,1.020385,1,1.02031,1.02046
2022-08-15 08:12:02,1.020395,0,1.02032,1.02047
2022-08-15 08:12:03,1.020395,2,1.02032,1.02047
2022-08-15 08:12:04,1.020395,2,1.02032,1.02047
2022-08-15 08:12:05,1.020425,6,1.02035,1.0205
2022-08-15 08:12:06,1.020385,0,1.02031,1.02046
2022-08-15 08:12:07,1.020385,0,1.02031,1.02046
2022-08-15 08:12:08,1.020415,0,1.02034,1.02049
2022-08-15 08:12:09,1.020425,3,1.02035,1.0205
2022-08-15 08:12:10,1.020415,2,1.02034,1.02049
2022-08-15 08:12:11,1.020415,0,1.02034,1.02049
2022-08-15 08:12:12,1.020435,4,1.02036,1.02051
2022-08-15 08:12:13,1.020405,0,1.02033,1.02048
2022-08-15 08:12:14,1.020435,5,1.02036,1.02051
2022-08-15 08:12:15,1.020435,2,1.02036,1.02051
2022-08-15 08:12:16,1.020405,0,1.02033,1.02048
2022-08-15 08:12:17,1.020395,1,1.02032,1.02047
2022-08-15 08:12:18,1.020415,0,1.02034,1.02049
2022-08-15 08:12:19,1.020435,0,1.02036,1.02051
2022-08-15 08:12:20,1.020435,1,1.02036,1.02051
2022-08-15 08:12:21,1.020395,10,1.02032,1.02047
2022-08-15 08:12:22,1.020395,0,1.02032,1.02047
2022-08-15 08:12:23,1.020355,4,1.02028,1.02043
2022-08-15 08:12:24,1.020385,0,1.02031,1.02046
2022-08-15 08:12:25,1.020355,0,1.02028,1.02043
2022-08-15 08:12:26,1.020365,5,1.02029,1.02044
2022-08-15 08:12:27,1.020355,0,1.02028,1.02043
2022-08-15 08:12:28,1.02036,3,1.02029,1.02043
2022-08-15 08:12:29,1.02036,0,1.02029,1.02043
2022-08-15 08:12:30,1.020365,6,1.02029,1.02044
2022-08-15 08:12:31,1.020365,0,1.02029,1.02044
2022-08-15 08:12:32,1.020275,0,1.0202,1.02035
2022-08-15 08:12:33,1.020295,5,1.02022,1.02037
2022-08-15 08:12:34,1.020295,0,1.02022,1.02037
2022-08-15 08:12:35,1.02029,8,1.02022,1.02036
2022-08-15 08:12:36,1.020325,4,1.02025,1.0204
2022-08-15 08:12:37,1.020325,0,1.02025,1.0204
2022-08-15 08:12:38,1.020315,4,1.02024,1.02039
2022-08-15 08:12:39,1.020325,1,1.02025,1.0204
2022-08-15 08:12:40,1.020375,4,1.0203,1.02045
2022-08-15 08:12:41,1.020375,7,1.0203,1.02045
2022-08-15 08:12:42,1.02037,0,1.0203,1.02044
2022-08-15 08:12:43,1.020375,0,1.0203,1.02045
2022-08-15 08:12:44,1.020405,9,1.02033,1.02048
2022-08-15 08:12:45,1.020405,0,1.02033,1.02048
2022-08-15 08:12:46,1.020465,9,1.02039,1.02054
2022-08-15 08:12:47,1.020465,1,1.02039,1.02054
2022-08-15 08:12:48,1.020455,5,1.02038,1.02053
2022-08-15 08:12:49,1.020455,13,1.02038,1.02053
2022-08-15 08:12:50,1.020475,1,1.0204,1.02055
2022-08-15 08:12:51,1.020475,0,1.0204,1.02055
2022-08-15 08:12:52,1.020465,3,1.02039,1.02054
2022-08-15 08:12:53,1.020445,0,1.02037,1.02052
2022-08-15 08:12:54,1.020475,0,1.0204,1.02055
2022-08-15 08:12:55,1.020455,4,1.02038,1.02053
2022-08-15 08:12:56,1.020435,0,1.02036,1.02051
2022-08-15 08:12:57,1.020455,4,1.02038,1.02053
2022-08-15 08:12:58,1.020445,0,1.02037,1.02052
2022-08-15 08:12:59,1.020425,0,1.02035,1.0205
2022-08-15 08:13:00,1.020395,2,1.02032,1.02047
2022-08-15 08:13:01,1.020395,1,1.02032,1.02047
2022-08-15 08:13:02,1.020395,2,1.02032,1.02047
2022-08-15 08:13:03,1.020395,0,1.02032,1.02047
2022-08-15 08:13:04,1.020415,0,1.02034,1.02049
2022-08-15 08:13:05,1.020415,1,1.02034,1.02049
2022-08-15 08:13:06,1.020415,0,1.02034,1.02049
2022-08-15 08:13:07,1.020405,1,1.02033,1.02048
2022-08-15 08:13:08,1.020405,1,1.02033,1.02048
2022-08-15 08:13:09,1.020395,0,1.02032,1.02047
2022-08-15 08:13:10,1.02043,6,1.02036,1.0205
2022-08-15 08:13:11,1.020445,5,1.02037,1.02052
2022-08-15 08:13:12,1.020445,0,1.02037,1.02052
2022-08-15 08:13:13,1.020415,0,1.02034,1.02049
2022-08-15 08:13:14,1.020415,2,1.02034,1.02049
2022-08-15 08:13:15,1.020415,0,1.02034,1.02049
2022-08-15 08:13:16,1.020425,4,1.02035,1.0205
2022-08-15 08:13:17,1.020395,0,1.02032,1.02047
2022-08-15 08:13:18,1.020395,0,1.02032,1.02047
2022-08-15 08:13:19,1.020425,0,1.02035,1.0205
2022-08-15 08:13:20,1.020395,3,1.02032,1.02047
2022-08-15 08:13:21,1.020395,0,1.02032,1.02047
2022-08-15 08:13:22,1.020375,2,1.0203,1.02045
2022-08-15 08:13:23,1.020385,5,1.02031,1.02046
2022-08-15 08:13:24,1.020415,0,1.02034,1.02049
2022-08-15 08:13:25,1.020415,0,1.02034,1.02049
2022-08-15 08:13:26,1.020425,2,1.02035,1.0205
2022-08-15 08:13:27,1.020405,1,1.02033,1.02048
2022-08-15 08:13:28,1.020405,2,1.02033,1.02048
2022-08-15 08:13:29,1.020435,6,1.02036,1.02051
2022-08-15 08:13:30,1.020425,0,1.02035,1.0205
2022-08-15 08:13:31,1.020405,7,1.02033,1.02048
2022-08-15 08:13:32,1.020395,0,1.02032,1.02047
2022-08-15 08:13:33,1.020385,0,1.02031,1.02046
2022-08-15 08:13:34,1.020405,2,1.02033,1.02048
2022-08-15 08:13:35,1.020375,2,1.0203,1.02045
2022-08-15 08:13:36,1.020385,0,1.02031,1.02046
2022-08-15 08:13:37,1.020385,2,1.02031,1.02046
2022-08-15 08:13:38,1.020385,0,1.02031,1.02046
2022-08-15 08:13:39,1.020405,0,1.02033,1.02048
2022-08-15 08:13:40,1.020385,1,1.02031,1.02046
2022-08-15 08:13:41,1.020375,1,1.0203,1.02045
2022-08-15 08:13:42,1.020295,0,1.02022,1.02037
2022-08-15 08:13:43,1.020295,4,1.02022,1.02037
2022-08-15 08:13:44,1.020285,0,1.02021,1.02036
2022-08-15 08:13:45,1.020285,0,1.02021,1.02036
2022-08-15 08:13:46,1.020285,0,1.02021,1.02036
2022-08-15 08:13:47,1.020285,4,1.02021,1.02036
2022-08-15 08:13:48,1.020245,9,1.02017,1.02032
2022-08-15 08:13:49,1.020275,0,1.0202,1.02035
2022-08-15 08:13:50,1.020305,5,1.02023,1.02038
2022-08-15 08:13:51,1.020305,1,1.02023,1.02038
2022-08-15 08:13:52,1.020295,2,1.02022,1.02037
2022-08-15 08:13:53,1.020285,2,1.02021,1.02036
2022-08-15 08:13:54,1.020295,0,1.02022,1.02037
2022-08-15 08:13:55,1.020305,6,1.02023,1.02038
2022-08-15 08:13:56,1.020295,0,1.02022,1.02037
2022-08-15 08:13:57,1.020295,0,1.02022,1.02037
2022-08-15 08:13:58,1.020315,1,1.02024,1.02039
2022-08-15 08:13:59,1.020295,2,1.02022,1.02037
2022-08-15 08:14:00,1.020255,6,1.02018,1.02033
2022-08-15 08:14:01,1.020235,0,1.02016,1.02031
2022-08-15 08:14:02,1.020245,7,1.02017,1.02032
2022-08-15 08:14:03,1.020255,0,1.02018,1.02033
2022-08-15 08:14:04,1.020285,0,1.02021,1.02036
2022-08-15 08:14:05,1.020285,3,1.02021,1.02036
2022-08-15 08:14:06,1.020265,0,1.02019,1.02034
2022-08-15 08:14:07,1.020325,0,1.02025,1.0204
2022-08-15 08:14:08,1.020325,3,1.02025,1.0204
2022-08-15 08:14:09,1.020325,1,1.02025,1.0204
2022-08-15 08:14:10,1.020315,0,1.02024,1.02039
2022-08-15 08:14:11,1.020295,2,1.02022,1.02037
2022-08-15 08:14:12,1.020275,0,1.0202,1.02035
2022-08-15 08:14:13,1.020305,9,1.02023,1.02038
2022-08-15 08:14:14,1.020305,0,1.02023,1.02038
2022-08-15 08:14:15,1.020345,5,1.02027,1.02042
2022-08-15 08:14:16,1.020385,0,1.02031,1.02046
2022-08-15 08:14:17,1.020385,0,1.02031,1.02046
2022-08-15 08:14:18,1.020345,3,1.02027,1.02042
2022-08-15 08:14:19,1.020275,0,1.0202,1.02035
2022-08-15 08:14:20,1.020235,0,1.02016,1.02031
2022-08-15 08:14:21,1.020295,8,1.02022,1.02037
2022-08-15 08:14:22,1.020295,0,1.02022,1.02037
2022-08-15 08:14:23,1.020325,0,1.02025,1.0204
2022-08-15 08:14:24,1.020325,0,1.02025,1.0204
2022-08-15 08:14:25,1.020325,1,1.02025,1.0204
2022-08-15 08:14:26,1.020405,7,1.02033,1.02048
2022-08-15 08:14:27,1.020385,0,1.02031,1.02046
2022-08-15 08:14:28,1.020385,4,1.02031,1.02046
2022-08-15 08:14:29,1.020395,8,1.02032,1.02047
2022-08-15 08:14:30,1.020415,0,1.02034,1.02049
2022-08-15 08:14:31,1.020415,4,1.02034,1.02049
2022-08-15 08:14:32,1.020415,0,1.02034,1.02049
2022-08-15 08:14:33,1.020425,2,1.02035,1.0205
2022-08-15 08:14:34,1.020425,1,1.02035,1.0205
2022-08-15 08:14:35,1.020415,0,1.02034,1.02049
2022-08-15 08:14:36,1.020415,1,1.02034,1.02049
2022-08-15 08:14:37,1.020425,0,1.02035,1.0205
2022-08-15 08:14:38,1.020405,2,1.02033,1.02048
2022-08-15 08:14:39,1.020415,1,1.02034,1.02049
2022-08-15 08:14:40,1.020415,0,1.02034,1.02049
2022-08-15 08:14:41,1.020425,2,1.02035,1.0205
2022-08-15 08:14:42,1.020425,0,1.02035,1.0205
2022-08-15 08:14:43,1.020395,3,1.02032,1.02047
2022-08-15 08:14:44,1.020425,1,1.02035,1.0205
2022-08-15 08:14:45,1.020395,0,1.02032,1.02047
2022-08-15 08:14:46,1.020395,0,1.02032,1.02047
2022-08-15 08:14:47,1.020395,0,1.02032,1.02047
2022-08-15 08:14:48,1.020415,2,1.02034,1.02049
2022-08-15 08:14:49,1.020415,0,1.02034,1.02049
2022-08-15 08:14:50,1.020415,7,1.02034,1.02049
2022-08-15 08:14:51,1.020395,3,1.02032,1.02047
2022-08-15 08:14:52,1.020415,3,1.02034,1.02049
2022-08-15 08:14:53,1.020425,7,1.02035,1.0205
2022-08-15 08:14:54,1.020445,0,1.02037,1.02052
2022-08-15 08:14:55,1.020445,0,1.02037,1.02052
2022-08-15 08:14:56,1.020445,2,1.02037,1.02052
2022-08-15 08:14:57,1.020445,0,1.02037,1.02052
2022-08-15 08:14:58,1.020435,4,1.02036,1.02051
2022-08-15 08:14:59,1.020435,1,1.02036,1.02051
2022-08-15 08:15:00,1.020435,0,1.02036,1.02051
2022-08-15 08:15:01,1.020445,2,1.02037,1.02052
2022-08-15 08:15:02,1.020415,4,1.02034,1.02049
2022-08-15 08:15:03,1.020415,0,1.02034,1.02049
2022-08-15 08:15:04,1.020425,7,1.02035,1.0205
2022-08-15 08:15:05,1.020425,0,1.02035,1.0205
2022-08-15 08:15:06,1.020405,0,1.02033,1.02048
2022-08-15 08:15:07,1.020395,5,1.02032,1.02047
2022-08-15 08:15:08,1.020405,0,1.02033,1.02048
2022-08-15 08:15:09,1.020405,0,1.02033,1.02048
2022-08-15 08:15:10,1.020385,1,1.02031,1.02046
2022-08-15 08:15:11,1.020385,0,1.02031,1.02046
2022-08-15 08:15:12,1.020405,2,1.02033,1.02048
2022-08-15 08:15:13,1.020395,0,1.02032,1.02047
2022-08-15 08:15:14,1.020395,2,1.02032,1.02047
2022-08-15 08:15:15,1.020415,0,1.02034,1.02049
2022-08-15 08:15:16,1.020415,0,1.02034,1.02049
2022-08-15 08:15:17,1.020295,18,1.02022,1.02037
2022-08-15 08:15:18,1.020315,0,1.02024,1.02039
2022-08-15 08:15:19,1.02034,3,1.02027,1.02041
2022-08-15 08:15:20,1.020335,2,1.02026,1.02041
2022-08-15 08:15:21,1.020335,1,1.02026,1.02041
2022-08-15 08:15:22,1.020335,2,1.02026,1.02041
2022-08-15 08:15:23,1.020325,3,1.02025,1.0204
2022-08-15 08:15:24,1.020325,0,1.02025,1.0204
2022-08-15 08:15:25,1.020365,10,1.02029,1.02044
2022-08-15 08:15:26,1.020375,0,1.0203,1.02045
2022-08-15 08:15:27,1.020375,0,1.0203,1.02045
2022-08-15 08:15:28,1.020375,5,1.0203,1.02045
2022-08-15 08:15:29,1.020365,0,1.02029,1.02044
2022-08-15 08:15:30,1.020395,7,1.02032,1.02047
2022-08-15 08:15:31,1.020395,0,1.02032,1.02047
2022-08-15 08:15:32,1.020395,1,1.02032,1.02047
2022-08-15 08:15:33,1.020365,0,1.02029,1.02044
2022-08-15 08:15:34,1.020385,0,1.02031,1.02046
2022-08-15 08:15:35,1.020385,3,1.02031,1.02046
2022-08-15 08:15:36,1.020375,0,1.0203,1.02045
2022-08-15 08:15:37,1.020295,6,1.02022,1.02037
2022-08-15 08:15:38,1.020305,0,1.02023,1.02038
2022-08-15 08:15:39,1.020275,2,1.0202,1.02035
2022-08-15 08:15:40,1.020295,0,1.02022,1.02037
2022-08-15 08:15:41,1.020375,7,1.0203,1.02045
2022-08-15 08:15:42,1.020355,2,1.02028,1.02043
2022-08-15 08:15:43,1.020395,3,1.02032,1.02047
2022-08-15 08:15:44,1.020385,0,1.02031,1.02046
2022-08-15 08:15:45,1.020405,0,1.02033,1.02048
2022-08-15 08:15:46,1.020385,2,1.02031,1.02046
2022-08-15 08:15:47,1.020425,0,1.02035,1.0205
2022-08-15 08:15:48,1.020395,2,1.02032,1.02047
2022-08-15 08:15:49,1.020405,3,1.02033,1.02048
2022-08-15 08:15:50,1.020405,0,1.02033,1.02048
2022-08-15 08:15:51,1.020395,9,1.02032,1.02047
2022-08-15 08:15:52,1.020385,2,1.02031,1.02046
2022-08-15 08:15:53,1.020405,0,1.02033,1.02048
2022-08-15 08:15:54,1.020425,2,1.02035,1.0205
2022-08-15 08:15:55,1.020405,2,1.02033,1.02048
2022-08-15 08:15:56,1.020425,0,1.02035,1.0205
2022-08-15 08:15:57,1.020425,0,1.02035,1.0205
2022-08-15 08:15:58,1.020415,0,1.02034,1.02049
2022-08-15 08:15:59,1.020415,0,1.02034,1.02049
2022-08-15 08:16:00,1.020415,0,1.02034,1.02049
2022-08-15 08:16:01,1.020405,0,1.02033,1.02048
2022-08-15 08:16:02,1.020405,13,1.02033,1.02048
2022-08-15 08:16:03,1.020405,0,1.02033,1.02048
2022-08-15 08:16:04,1.020405,0,1.02033,1.02048
2022-08-15 08:16:05,1.020405,1,1.02033,1.02048
2022-08-15 08:16:06,1.020385,3,1.02031,1.02046
2022-08-15 08:16:07,1.020375,4,1.0203,1.02045
2022-08-15 08:16:08,1.020355,0,1.02028,1.02043
2022-08-15 08:16:09,1.020385,0,1.02031,1.02046
2022-08-15 08:16:10,1.020375,3,1.0203,1.02045
2022-08-15 08:16:11,1.020375,0,1.0203,1.02045
2022-08-15 08:16:12,1.020405,4,1.02033,1.02048
2022-08-15 08:16:13,1.020385,0,1.02031,1.02046
2022-08-15 08:16:14,1.020375,0,1.0203,1.02045
2022-08-15 08:16:15,1.020385,3,1.02031,1.02046
2022-08-15 08:16:16,1.020385,0,1.02031,1.02046
2022-08-15 08:16:17,1.020385,6,1.02031,1.02046
2022-08-15 08:16:18,1.020435,0,1.02036,1.02051
2022-08-15 08:16:19,1.020455,0,1.02038,1.02053
2022-08-15 08:16:20,1.020455,0,1.02038,1.02053
2022-08-15 08:16:21,1.020455,0,1.02038,1.02053
2022-08-15 08:16:22,1.020495,8,1.02042,1.02057
2022-08-15 08:16:23,1.020485,2,1.02041,1.02056
2022-08-15 08:16:24,1.020475,3,1.0204,1.02055
2022-08-15 08:16:25,1.020475,0,1.0204,1.02055
2022-08-15 08:16:26,1.020475,3,1.0204,1.02055
2022-08-15 08:16:27,1.02047,0,1.0204,1.02054
2022-08-15 08:16:28,1.020455,0,1.02038,1.02053
2022-08-15 08:16:29,1.020465,1,1.02039,1.02054
2022-08-15 08:16:30,1.020455,0,1.02038,1.02053
2022-08-15 08:16:31,1.020465,0,1.02039,1.02054
2022-08-15 08:16:32,1.020465,0,1.02039,1.02054
2022-08-15 08:16:33,1.020465,7,1.02039,1.02054
2022-08-15 08:16:34,1.020465,1,1.02039,1.02054
2022-08-15 08:16:35,1.020465,1,1.02039,1.02054
2022-08-15 08:16:36,1.020455,3,1.02038,1.02053
2022-08-15 08:16:37,1.020455,4,1.02038,1.02053
2022-08-15 08:16:38,1.020455,0,1.02038,1.02053
2022-08-15 08:16:39,1.020445,2,1.02037,1.02052
2022-08-15 08:16:40,1.020445,0,1.02037,1.02052
2022-08-15 08:16:41,1.020415,0,1.02034,1.02049
2022-08-15 08:16:42,1.020455,7,1.02038,1.02053
2022-08-15 08:16:43,1.02045,0,1.02038,1.02052
2022-08-15 08:16:44,1.020455,1,1.02038,1.02053
2022-08-15 08:16:45,1.020455,0,1.02038,1.02053
2022-08-15 08:16:46,1.020415,0,1.02034,1.02049
2022-08-15 08:16:47,1.020415,5,1.02034,1.02049
2022-08-15 08:16:48,1.020415,1,1.02034,1.02049
2022-08-15 08:16:49,1.020425,3,1.02035,1.0205
2022-08-15 08:16:50,1.02037,0,1.0203,1.02044
2022-08-15 08:16:51,1.020365,0,1.02029,1.02044
2022-08-15 08:16:52,1.020365,1,1.02029,1.02044
2022-08-15 08:16:53,1.020415,0,1.02034,1.02049
2022-08-15 08:16:54,1.020405,1,1.02033,1.02048
2022-08-15 08:16:55,1.020425,5,1.02035,1.0205
2022-08-15 08:16:56,1.020415,0,1.02034,1.02049
2022-08-15 08:16:57,1.020425,5,1.02035,1.0205
2022-08-15 08:16:58,1.020445,0,1.02037,1.02052
2022-08-15 08:16:59,1.020465,0,1.02039,1.02054
2022-08-15 08:17:00,1.020465,3,1.02039,1.02054
2022-08-15 08:17:01,1.020465,3,1.02039,1.02054
2022-08-15 08:17:02,1.020435,5,1.02036,1.02051
2022-08-15 08:17:03,1.020445,0,1.02037,1.02052
2022-08-15 08:17:04,1.020445,0,1.02037,1.02052
2022-08-15 08:17:05,1.020425,3,1.02035,1.0205
2022-08-15 08:17:06,1.020425,3,1.02035,1.0205
2022-08-15 08:17:07,1.020425,0,1.02035,1.0205
2022-08-15 08:17:08,1.020455,0,1.02038,1.02053
2022-08-15 08:17:09,1.020445,3,1.02037,1.02052
2022-08-15 08:17:10,1.020445,0,1.02037,1.02052
2022-08-15 08:17:11,1.020415,9,1.02034,1.02049
2022-08-15 08:17:12,1.020415,0,1.02034,1.02049
2022-08-15 08:17:13,1.020425,1,1.02035,1.0205
2022-08-15 08:17:14,1.020405,6,1.02033,1.02048
2022-08-15 08:17:15,1.020405,0,1.02033,1.02048
2022-08-15 08:17:16,1.020375,2,1.0203,1.02045
2022-08-15 08:17:17,1.020355,0,1.02028,1.02043
2022-08-15 08:17:18,1.020355,0,1.02028,1.02043
2022-08-15 08:17:19,1.020365,4,1.02029,1.02044
2022-08-15 08:17:20,1.020395,2,1.02032,1.02047
